customer_id,signup_date,region,plan_type,tenure_months,monthly_fee_gbp,support_tickets_90d,last_login_days,nps_score,churned_90d,marketing_channel,device_type,income_band,contract_type,revenue_last_3m_gbp
252,2024-05-03,South,Standard,10,18.19,0,28,21.0,0,Referral,Desktop,25-50k,Monthly,54.57
253,2024-02-20,North,Basic,19,13.02,1,7,12.0,0,Paid search,Mobile,25-50k,Monthly,39.06
254,2024-02-21,North,Basic,5,13.0,0,5,21.0,0,Social,Mobile,25-50k,Monthly,39.0
255,2024-09-22,Midlands,Standard,32,21.9,0,1,26.0,0,Organic search,Desktop,50-75k,Annual,65.7
256,2024-04-28,Midlands,Basic,17,13.74,1,12,-2.0,0,Organic search,Mobile,50-75k,Annual,41.22
257,2024-02-07,Midlands,Basic,10,13.77,1,10,6.0,0,Organic search,Desktop,50-75k,Annual,41.31
258,2024-05-15,North,Standard,11,21.48,0,25,20.0,0,Organic search,Mobile,<25k,Annual,64.44
259,2024-06-10,South,Premium,11,31.29,2,3,34.0,0,Social,Desktop,25-50k,Annual,93.87
260,2024-10-28,South,Basic,34,12.75,0,4,6.0,0,Email,Mobile,<25k,Annual,38.25
261,2024-06-30,Midlands,Standard,20,20.98,1,12,15.0,0,Referral,Mobile,<25k,Monthly,62.94
262,2024-09-20,Scotland,Standard,25,18.72,0,17,22.0,0,Referral,Desktop,25-50k,Annual,56.16
263,2024-11-20,Midlands,Basic,35,12.74,0,45,8.0,0,Referral,Mobile,<25k,Monthly,38.22
264,2024-06-01,Midlands,Basic,2,12.38,0,1,20.0,0,Paid search,Desktop,<25k,Monthly,37.14
265,2024-07-24,South,Standard,20,21.68,1,5,28.0,0,Paid search,Tablet,50-75k,Monthly,65.04
266,2024-10-08,South,Standard,31,19.51,1,74,26.0,1,Paid search,Desktop,<25k,Monthly,39.02
267,2024-01-20,Midlands,Basic,16,11.64,0,7,19.0,0,Organic search,Desktop,25-50k,Monthly,34.92
268,2024-09-02,North,Basic,7,14.07,0,28,18.0,0,Organic search,Desktop,<25k,Monthly,42.21
269,2024-06-11,Scotland,Basic,3,14.71,0,7,27.0,0,Paid search,Mobile,25-50k,Monthly,44.13
270,2024-10-02,Midlands,Premium,19,30.07,1,14,26.0,0,Paid search,Desktop,25-50k,Monthly,90.21
271,2024-01-12,South,Standard,35,20.78,2,8,20.0,0,Email,Mobile,50-75k,Annual,62.34
272,2024-11-24,South,Standard,21,19.85,1,17,20.0,0,Paid search,Desktop,25-50k,Annual,59.55
273,2024-01-16,North,Standard,25,21.95,2,5,24.0,0,Social,Desktop,50-75k,Annual,65.85
274,2024-08-30,Wales,Standard,20,18.77,0,13,27.0,0,Paid search,Desktop,50-75k,Monthly,56.31
275,2024-10-19,Midlands,Basic,11,12.76,0,29,12.0,0,Organic search,Desktop,50-75k,Monthly,38.28
276,2024-01-16,North,Standard,20,20.42,0,38,12.0,0,Organic search,Desktop,75k+,Annual,61.26
277,2024-03-02,Midlands,Basic,24,10.8,1,15,14.0,0,Organic search,Desktop,<25k,Monthly,32.4
278,2024-01-23,South,Premium,26,31.73,1,8,21.0,0,Paid search,Desktop,<25k,Annual,95.19
279,2024-03-10,South,Standard,31,22.36,1,10,24.0,0,Paid search,Mobile,25-50k,Monthly,67.08
280,2024-04-16,Midlands,Standard,3,18.04,0,11,36.0,0,Social,Desktop,<25k,Monthly,54.12
281,2024-03-30,Wales,Premium,23,30.9,1,28,31.0,0,Social,Mobile,25-50k,Monthly,92.7
282,2024-11-11,South,Basic,30,12.97,1,15,24.0,0,Referral,Desktop,75k+,Monthly,38.91
283,2024-03-22,North,Basic,26,13.26,1,15,21.0,0,Social,Desktop,<25k,Monthly,39.78
284,2024-07-20,Scotland,Basic,11,8.76,0,5,17.0,0,Organic search,Mobile,50-75k,Monthly,26.28
285,2024-03-04,South,Basic,1,10.44,0,11,24.0,0,Paid search,Desktop,25-50k,Monthly,31.32
286,2024-11-03,Midlands,Basic,15,11.36,1,18,13.0,0,Paid search,Tablet,25-50k,Annual,34.08
287,2024-04-28,Midlands,Basic,9,12.17,1,13,12.0,0,Paid search,Desktop,75k+,Monthly,36.51
288,2024-11-17,South,Standard,23,20.04,1,15,16.0,0,Social,Mobile,25-50k,Monthly,60.12
289,2024-01-04,North,Basic,10,12.35,0,7,6.0,0,Social,Desktop,<25k,Monthly,37.05
290,2024-01-07,South,Basic,16,10.25,0,4,17.0,0,Paid search,Mobile,<25k,Annual,30.75
291,2024-11-16,Midlands,Standard,29,20.65,1,17,17.0,0,Paid search,Desktop,<25k,Monthly,61.95
292,2024-07-14,North,Standard,2,20.98,2,1,29.0,0,Social,Desktop,25-50k,Monthly,62.94
293,2024-02-10,Scotland,Basic,34,11.41,0,8,,0,Referral,Mobile,<25k,Monthly,34.23
294,2024-12-14,Wales,Basic,25,13.01,0,21,3.0,0,Paid search,Desktop,50-75k,Monthly,39.03
295,2024-10-24,South,Premium,16,30.45,4,13,6.0,0,Email,Desktop,75k+,Monthly,91.35
296,2024-11-11,Wales,Basic,15,11.86,1,21,30.0,0,Referral,Tablet,<25k,Monthly,35.58
297,2024-12-18,North,Premium,14,32.94,0,6,24.0,0,Organic search,Mobile,25-50k,Monthly,98.82
298,2024-09-05,North,Standard,27,18.58,3,13,13.0,0,Social,Mobile,50-75k,Monthly,55.74
299,2024-03-31,North,Premium,29,33.14,4,4,6.0,0,Paid search,Mobile,<25k,Monthly,99.42
300,2024-07-11,Wales,Basic,6,13.65,0,19,29.0,0,Organic search,Mobile,<25k,Monthly,40.95
301,2024-11-05,South,Standard,14,18.81,0,9,19.0,0,Organic search,Mobile,75k+,Annual,56.43
302,2024-01-24,Scotland,Standard,1,19.96,0,13,27.0,1,Social,Mobile,<25k,Annual,39.92
303,2024-06-29,Scotland,Standard,33,21.42,3,16,0.0,0,Email,Mobile,<25k,Monthly,64.26
304,2024-11-29,South,Basic,27,13.88,3,34,7.0,0,Paid search,Desktop,<25k,Monthly,41.64
305,2024-09-20,Midlands,Standard,26,20.36,0,25,14.0,0,Paid search,Mobile,<25k,Monthly,61.08
306,2024-03-31,Midlands,Standard,24,18.98,2,15,13.0,1,Paid search,Desktop,<25k,Annual,37.96
307,2024-02-21,South,Basic,9,13.22,0,5,14.0,0,Paid search,Desktop,25-50k,Monthly,39.66
308,2024-06-13,South,Basic,5,13.46,0,13,27.0,1,Social,Desktop,75k+,Monthly,0.0
309,2024-01-25,Midlands,Premium,12,30.02,1,9,24.0,0,Social,Mobile,25-50k,Monthly,90.06
310,2024-04-05,Midlands,Basic,28,10.91,0,12,31.0,0,Paid search,Tablet,50-75k,Monthly,32.73
311,2024-11-12,Scotland,Basic,36,11.24,0,0,27.0,0,Email,Desktop,<25k,Monthly,33.72
312,2024-05-11,Midlands,Standard,18,18.57,0,6,26.0,0,Referral,Desktop,75k+,Annual,55.71
313,2024-06-26,Midlands,Basic,24,9.81,1,6,7.0,1,Paid search,Desktop,<25k,Monthly,19.62
314,2024-10-04,Midlands,Basic,12,10.47,0,5,21.0,0,Organic search,Mobile,50-75k,Monthly,31.41
315,2024-11-12,Midlands,Basic,30,11.84,0,13,18.0,1,Social,Desktop,<25k,Monthly,11.84
316,2024-07-30,Midlands,Basic,29,12.09,2,4,13.0,0,Organic search,Desktop,50-75k,Annual,36.27
317,2024-08-19,South,Basic,9,12.04,0,48,3.0,1,Social,Mobile,50-75k,Monthly,12.04
318,2024-10-18,Midlands,Standard,36,19.57,0,19,13.0,0,Referral,Mobile,75k+,Monthly,58.71
319,2024-12-01,North,Standard,17,19.02,1,20,19.0,0,Organic search,Desktop,50-75k,Annual,57.06
320,2024-02-11,North,Basic,27,12.34,1,7,3.0,0,Social,Tablet,<25k,Monthly,37.02
321,2024-04-23,Midlands,Basic,8,8.35,0,3,11.0,0,Email,Desktop,25-50k,Monthly,25.05
322,2024-06-29,Wales,Standard,26,19.37,3,11,12.0,0,Organic search,Mobile,<25k,Annual,58.11
323,2024-06-26,Scotland,Standard,35,18.47,0,13,33.0,0,Social,Desktop,75k+,Monthly,55.41
324,2024-04-24,North,Basic,13,14.23,1,4,0.0,0,Paid search,Tablet,25-50k,Monthly,42.69
325,2024-05-10,North,Standard,10,19.5,0,18,17.0,0,Email,Desktop,75k+,Monthly,58.5
326,2024-02-16,Wales,Basic,13,12.16,1,2,29.0,0,Paid search,Mobile,75k+,Monthly,36.48
327,2024-02-05,South,Standard,2,19.5,0,7,28.0,0,Social,Desktop,25-50k,Annual,58.5
328,2024-02-02,North,Basic,4,11.85,0,21,29.0,0,Paid search,Mobile,<25k,Monthly,35.55
329,2024-01-20,South,Basic,12,11.86,1,2,25.0,0,Referral,Mobile,50-75k,Monthly,35.58
330,2024-04-04,South,Standard,30,17.97,1,11,1.0,0,Organic search,Mobile,25-50k,Monthly,53.91
331,2024-05-14,South,Premium,14,32.84,0,22,17.0,0,Referral,Mobile,<25k,Monthly,98.52
332,2024-11-21,Scotland,Standard,15,20.28,0,38,17.0,0,Paid search,Mobile,25-50k,Annual,60.84
333,2024-10-03,Midlands,Basic,32,10.17,1,5,14.0,0,Organic search,Desktop,75k+,Monthly,30.51
334,2024-12-30,South,Basic,6,12.11,2,7,9.0,0,Email,Mobile,<25k,Monthly,36.33
335,2024-02-21,North,Basic,20,12.01,2,9,8.0,0,Referral,Mobile,25-50k,Monthly,36.03
336,2024-12-22,South,Basic,35,12.55,0,19,34.0,0,Paid search,Mobile,75k+,Annual,37.65
337,2024-01-14,Wales,Standard,11,21.71,0,3,37.0,0,Paid search,Mobile,<25k,Annual,65.13
338,2024-01-14,North,Basic,10,13.77,2,23,19.0,0,Referral,Mobile,<25k,Annual,41.31
339,2024-08-24,South,Standard,4,19.7,1,19,21.0,0,Social,Mobile,25-50k,Annual,59.1
340,2024-04-27,North,Standard,23,22.75,1,22,12.0,0,Paid search,Tablet,<25k,Monthly,68.25
341,2024-04-26,Midlands,Premium,19,31.9,2,14,13.0,0,Social,Mobile,75k+,Monthly,95.7
342,2024-11-01,Midlands,Basic,18,10.33,2,2,4.0,1,Email,Tablet,50-75k,Monthly,10.33
343,2024-02-14,South,Premium,12,32.27,1,16,31.0,0,Social,Tablet,<25k,Monthly,96.81
344,2024-03-03,South,Standard,27,18.94,3,2,10.0,0,Organic search,Desktop,25-50k,Monthly,56.82
345,2024-10-23,Scotland,Basic,26,14.84,1,6,23.0,0,Referral,Mobile,25-50k,Monthly,44.52
346,2024-12-04,North,Basic,9,13.08,1,18,1.0,0,Referral,Desktop,50-75k,Monthly,39.24
347,2024-06-24,Midlands,Basic,27,12.96,0,13,18.0,0,Social,Desktop,25-50k,Monthly,38.88
348,2024-02-15,Midlands,Basic,26,11.9,0,11,15.0,0,Organic search,Mobile,<25k,Monthly,35.7
349,2024-09-17,North,Basic,10,12.5,0,16,20.0,0,Social,Desktop,25-50k,Monthly,37.5
350,2024-04-15,Midlands,Premium,33,35.67,1,6,25.0,0,Organic search,Desktop,25-50k,Monthly,107.01
351,2024-10-31,Scotland,Basic,13,13.45,0,13,22.0,0,Organic search,Desktop,75k+,Annual,40.35
352,2024-08-30,Midlands,Basic,21,11.9,1,3,-5.0,0,Social,Desktop,50-75k,Monthly,35.7
353,2024-08-04,North,Basic,2,11.78,0,4,24.0,1,Email,Desktop,25-50k,Monthly,11.78
354,2024-12-21,North,Basic,25,12.31,0,8,25.0,0,Organic search,Desktop,<25k,Annual,36.93
355,2024-02-15,North,Basic,16,14.83,0,13,10.0,0,Organic search,Mobile,50-75k,Monthly,44.49
356,2024-01-21,Midlands,Standard,7,18.95,0,36,19.0,0,Organic search,Desktop,25-50k,Monthly,56.85
357,2024-08-08,South,Standard,26,20.05,1,21,17.0,0,Paid search,Mobile,<25k,Monthly,60.15
358,2024-05-07,Wales,Premium,26,31.62,1,22,18.0,0,Organic search,Mobile,50-75k,Monthly,94.86
359,2024-03-28,North,Basic,29,10.92,0,12,19.0,0,Social,Mobile,<25k,Monthly,32.76
360,2024-03-31,South,Standard,7,20.27,2,6,12.0,0,Referral,Mobile,<25k,Monthly,60.81
361,2024-11-14,South,Standard,24,18.66,0,26,21.0,0,Organic search,Mobile,<25k,Annual,55.98
362,2024-10-26,Scotland,Basic,27,15.02,2,4,6.0,0,Referral,Desktop,75k+,Monthly,45.06
363,2024-12-07,Midlands,Standard,32,19.39,1,3,15.0,0,Paid search,Mobile,<25k,Monthly,58.17
364,2024-10-04,North,Standard,5,20.65,0,15,17.0,1,Paid search,Mobile,25-50k,Monthly,41.3
365,2024-06-28,South,Standard,34,20.53,3,5,5.0,0,Organic search,Desktop,<25k,Monthly,61.59
366,2024-06-05,South,Standard,9,22.14,1,15,22.0,0,Referral,Mobile,<25k,Annual,66.42
367,2024-08-29,South,Basic,1,12.24,0,8,8.0,1,Social,Mobile,25-50k,Monthly,0.0
368,2024-05-08,Wales,Premium,34,31.04,1,21,20.0,0,Email,Desktop,25-50k,Monthly,93.12
369,2024-06-21,North,Basic,16,12.53,1,8,15.0,1,Email,Mobile,50-75k,Monthly,0.0
370,2024-02-24,Midlands,Basic,15,9.94,0,9,10.0,1,Social,Tablet,25-50k,Monthly,9.94
371,2024-10-15,Scotland,Basic,19,8.81,1,7,5.0,0,Paid search,Mobile,25-50k,Monthly,26.43
372,2024-11-28,North,Standard,18,16.05,1,10,30.0,1,Social,Tablet,25-50k,Annual,0.0
373,2024-08-07,Scotland,Standard,9,21.01,1,11,17.0,1,Organic search,Mobile,<25k,Monthly,21.01
374,2024-08-14,North,Basic,27,14.98,2,7,11.0,0,Organic search,Desktop,25-50k,Monthly,44.94
375,2024-06-29,Midlands,Basic,7,13.05,0,4,0.0,0,Organic search,Desktop,25-50k,Monthly,39.15
376,2024-11-15,Midlands,Standard,28,21.03,1,8,11.0,0,Organic search,Desktop,<25k,Monthly,63.09
377,2024-10-13,South,Basic,5,13.74,3,15,12.0,0,Organic search,Tablet,25-50k,Monthly,41.22
378,2024-08-13,South,Basic,19,10.33,0,13,22.0,0,Paid search,Desktop,50-75k,Monthly,30.99
379,2024-07-30,South,Standard,5,17.56,0,18,14.0,0,Paid search,Mobile,50-75k,Monthly,52.68
380,2024-08-30,Scotland,Basic,13,11.3,0,14,10.0,0,Organic search,Mobile,25-50k,Monthly,33.9
381,2024-03-21,South,Basic,15,13.48,0,6,,0,Social,Tablet,<25k,Monthly,40.44
382,2024-03-19,South,Basic,36,13.63,0,17,16.0,0,Organic search,Mobile,50-75k,Monthly,40.89
383,2024-08-25,North,Basic,15,13.37,1,6,24.0,0,Paid search,Desktop,<25k,Monthly,40.11
384,2024-06-08,Midlands,Basic,4,12.54,1,6,8.0,0,Paid search,Mobile,75k+,Annual,37.62
385,2024-04-08,South,Basic,24,11.74,2,2,0.0,0,Paid search,Desktop,<25k,Annual,35.22
386,2024-02-17,Wales,Basic,16,14.47,0,10,18.0,0,Referral,Desktop,25-50k,Monthly,43.41
387,2024-12-09,Midlands,Premium,17,31.99,0,27,10.0,0,Organic search,Mobile,<25k,Monthly,95.97
388,2024-08-07,Midlands,Basic,27,9.38,0,1,22.0,0,Organic search,Mobile,25-50k,Monthly,28.14
389,2024-01-12,North,Standard,3,21.36,4,12,1.0,0,Paid search,Desktop,50-75k,Monthly,64.08
390,2024-06-12,Wales,Basic,7,11.13,3,8,13.0,0,Organic search,Desktop,<25k,Monthly,33.39
391,2024-10-19,Scotland,Basic,24,11.83,0,12,29.0,0,Email,Desktop,<25k,Monthly,35.49
392,2024-12-05,Wales,Basic,14,8.37,1,3,37.0,0,Paid search,Mobile,25-50k,Annual,25.11
393,2024-11-12,Midlands,Basic,26,10.34,2,23,22.0,0,Social,Desktop,50-75k,Monthly,31.02
394,2024-03-11,South,Basic,14,11.89,1,16,1.0,0,Organic search,Mobile,25-50k,Annual,35.67
395,2024-11-03,North,Standard,6,21.5,4,13,9.0,0,Organic search,Mobile,50-75k,Monthly,64.5
396,2024-10-15,Wales,Basic,20,10.9,0,15,23.0,0,Organic search,Desktop,25-50k,Annual,32.7
397,2024-12-20,Wales,Basic,10,13.66,2,1,18.0,1,Paid search,Tablet,<25k,Monthly,0.0
398,2024-10-22,South,Basic,24,10.08,0,19,24.0,0,Organic search,Tablet,25-50k,Monthly,30.24
399,2024-08-06,Wales,Standard,27,22.17,2,27,11.0,0,Social,Desktop,75k+,Annual,66.51
400,2024-10-20,Midlands,Basic,32,10.7,1,8,23.0,0,Social,Mobile,<25k,Monthly,32.1
401,2024-05-26,South,Basic,26,11.74,1,26,21.0,0,Organic search,Desktop,25-50k,Monthly,35.22
402,2024-05-31,Wales,Basic,24,11.21,1,8,9.0,0,Email,Desktop,75k+,Monthly,33.63
403,2024-10-21,Wales,Basic,25,12.74,1,13,7.0,0,Organic search,Desktop,50-75k,Monthly,38.22
404,2024-08-23,North,Basic,24,10.85,2,16,3.0,0,Paid search,Desktop,25-50k,Monthly,32.55
405,2024-09-16,Scotland,Basic,12,13.86,0,23,9.0,0,Organic search,Desktop,75k+,Monthly,41.58
406,2024-02-14,South,Basic,31,13.42,0,17,16.0,0,Social,Mobile,<25k,Monthly,40.26
407,2024-04-03,Midlands,Basic,4,13.66,2,7,,0,Social,Mobile,25-50k,Monthly,40.98
408,2024-10-20,South,Standard,11,21.06,1,18,17.0,0,Paid search,Mobile,25-50k,Annual,63.18
409,2024-10-18,Midlands,Standard,20,17.62,0,27,13.0,0,Paid search,Desktop,25-50k,Monthly,52.86
410,2024-10-30,South,Basic,5,11.68,0,37,23.0,1,Email,Desktop,<25k,Monthly,11.68
411,2024-01-02,Scotland,Basic,17,11.95,1,5,26.0,0,Organic search,Desktop,75k+,Monthly,35.85
412,2024-11-15,Scotland,Basic,15,13.09,0,14,17.0,0,Paid search,Mobile,50-75k,Annual,39.27
413,2024-09-14,Wales,Basic,15,11.36,1,8,6.0,0,Social,Mobile,<25k,Monthly,34.08
414,2024-11-09,South,Basic,8,13.86,0,7,21.0,0,Social,Mobile,25-50k,Annual,41.58
415,2024-02-06,North,Standard,12,21.27,2,11,26.0,0,Organic search,Desktop,25-50k,Annual,63.81
416,2024-08-05,Midlands,Basic,13,10.11,1,8,15.0,0,Paid search,Desktop,75k+,Monthly,30.33
417,2024-03-12,North,Basic,17,11.23,0,9,23.0,0,Organic search,Tablet,50-75k,Monthly,33.69
418,2024-02-08,North,Basic,23,14.23,2,0,7.0,0,Organic search,Desktop,50-75k,Monthly,42.69
419,2024-04-03,Scotland,Standard,15,21.86,1,10,14.0,0,Social,Tablet,25-50k,Annual,65.58
420,2024-04-13,Midlands,Premium,27,29.3,2,33,25.0,1,Paid search,Desktop,50-75k,Monthly,58.6
421,2024-10-04,South,Basic,16,10.73,1,5,18.0,0,Paid search,Mobile,<25k,Monthly,32.19
422,2024-01-09,Wales,Premium,13,32.85,2,3,13.0,0,Referral,Mobile,<25k,Monthly,98.55
423,2024-11-20,Midlands,Basic,12,11.71,2,2,17.0,0,Organic search,Mobile,<25k,Monthly,35.13
424,2024-01-06,South,Standard,21,19.32,1,2,17.0,0,Referral,Desktop,25-50k,Annual,57.96
425,2024-05-16,Midlands,Basic,17,13.57,0,2,36.0,0,Email,Desktop,25-50k,Monthly,40.71
426,2024-02-18,North,Standard,13,18.31,1,9,16.0,0,Organic search,Desktop,75k+,Monthly,54.93
427,2024-01-04,Scotland,Standard,15,18.46,0,6,32.0,0,Social,Desktop,<25k,Monthly,55.38
428,2024-08-16,Midlands,Basic,22,11.66,0,4,18.0,0,Social,Mobile,<25k,Monthly,34.98
429,2024-05-01,North,Basic,7,10.48,1,22,15.0,0,Social,Desktop,<25k,Monthly,31.44
430,2024-05-01,South,Basic,34,10.15,0,11,10.0,0,Social,Mobile,75k+,Monthly,30.45
431,2024-12-21,North,Basic,30,10.59,0,16,,0,Referral,Desktop,50-75k,Monthly,31.77
432,2024-09-16,Midlands,Standard,33,18.7,0,37,34.0,0,Referral,Desktop,25-50k,Monthly,56.1
433,2024-12-23,Scotland,Basic,15,11.12,0,6,9.0,1,Organic search,Mobile,25-50k,Monthly,11.12
434,2024-03-25,Midlands,Standard,36,20.1,1,4,22.0,0,Organic search,Desktop,<25k,Monthly,60.3
435,2024-05-20,South,Standard,33,19.76,1,20,19.0,0,Referral,Desktop,<25k,Monthly,59.28
436,2024-03-07,Scotland,Standard,23,18.37,2,8,13.0,0,Organic search,Desktop,25-50k,Monthly,55.11
437,2024-08-12,South,Standard,1,21.57,1,1,17.0,0,Social,Tablet,50-75k,Annual,64.71
438,2024-12-29,Scotland,Basic,29,11.03,3,11,6.0,0,Social,Mobile,75k+,Monthly,33.09
439,2024-05-01,North,Basic,25,10.63,0,13,24.0,0,Organic search,Desktop,25-50k,Annual,31.89
440,2024-10-04,Scotland,Standard,27,21.23,3,6,15.0,0,Email,Desktop,25-50k,Monthly,63.69
441,2024-07-20,North,Basic,17,8.51,0,14,15.0,0,Organic search,Desktop,25-50k,Monthly,25.53
442,2024-06-21,North,Premium,29,33.66,0,10,24.0,0,Email,Mobile,50-75k,Monthly,100.98
443,2024-07-13,Wales,Basic,19,12.88,0,50,15.0,0,Email,Desktop,<25k,Monthly,38.64
444,2024-05-30,Wales,Basic,14,11.97,1,5,7.0,0,Organic search,Desktop,25-50k,Monthly,35.91
445,2024-11-24,Wales,Standard,13,18.54,1,3,11.0,0,Organic search,Desktop,<25k,Annual,55.62
446,2024-10-24,South,Standard,23,17.9,2,6,25.0,0,Referral,Mobile,25-50k,Annual,53.7
447,2024-04-02,North,Premium,9,33.03,2,15,24.0,0,Email,Mobile,<25k,Monthly,99.09
448,2024-10-19,South,Basic,9,11.43,1,1,-2.0,0,Organic search,Mobile,<25k,Monthly,34.29
449,2024-02-26,Wales,Standard,26,22.18,0,17,25.0,0,Organic search,Mobile,25-50k,Monthly,66.54
450,2024-02-29,North,Premium,29,31.74,1,10,11.0,0,Social,Desktop,75k+,Monthly,95.22
451,2024-10-19,Midlands,Standard,11,18.02,2,13,18.0,0,Organic search,Mobile,25-50k,Monthly,54.06
452,2024-12-13,North,Basic,35,13.05,1,14,19.0,0,Email,Tablet,75k+,Monthly,39.15
453,2024-06-30,North,Basic,30,13.22,0,10,20.0,0,Paid search,Mobile,<25k,Monthly,39.66
454,2024-04-14,Scotland,Standard,36,21.57,0,20,31.0,0,Paid search,Mobile,50-75k,Monthly,64.71
455,2024-11-17,Midlands,Premium,24,33.32,3,29,6.0,0,Referral,Desktop,<25k,Monthly,99.96
456,2024-10-30,South,Basic,15,14.21,0,6,16.0,1,Referral,Tablet,25-50k,Monthly,0.0
457,2024-10-06,Midlands,Basic,25,9.99,0,3,19.0,0,Social,Desktop,75k+,Monthly,29.97
458,2024-06-30,Midlands,Basic,20,11.96,0,7,10.0,0,Organic search,Mobile,50-75k,Monthly,35.88
459,2024-01-06,Midlands,Premium,35,30.16,2,4,17.0,0,Referral,Mobile,50-75k,Annual,90.48
460,2024-09-16,South,Standard,18,20.11,1,4,10.0,0,Social,Mobile,25-50k,Monthly,60.33
461,2024-09-20,Midlands,Standard,35,22.19,1,20,17.0,0,Social,Desktop,<25k,Monthly,66.57
462,2024-07-26,North,Basic,19,14.29,0,1,29.0,0,Social,Mobile,25-50k,Annual,42.87
463,2024-07-09,Scotland,Premium,26,32.12,1,8,30.0,0,Organic search,Desktop,25-50k,Monthly,96.36
464,2024-09-14,South,Basic,2,13.14,0,24,15.0,1,Paid search,Mobile,25-50k,Monthly,0.0
465,2024-02-11,North,Standard,2,22.88,0,24,34.0,0,Paid search,Mobile,25-50k,Monthly,68.64
466,2024-02-29,South,Standard,14,19.11,0,45,22.0,1,Organic search,Desktop,25-50k,Monthly,0.0
467,2024-01-05,Scotland,Basic,13,15.32,0,4,24.0,0,Referral,Desktop,50-75k,Monthly,45.96
468,2024-07-02,Scotland,Standard,18,18.23,1,20,8.0,0,Social,Desktop,<25k,Monthly,54.69
469,2024-06-17,Scotland,Premium,9,32.37,0,2,31.0,1,Paid search,Desktop,25-50k,Monthly,0.0
470,2024-10-21,North,Basic,4,12.12,2,11,23.0,0,Paid search,Desktop,25-50k,Annual,36.36
471,2024-01-24,Midlands,Standard,20,21.51,0,20,21.0,0,Social,Desktop,<25k,Annual,64.53
472,2024-02-19,North,Standard,30,19.39,0,5,18.0,0,Organic search,Mobile,50-75k,Monthly,58.17
473,2024-02-13,South,Basic,11,12.69,1,24,10.0,1,Social,Tablet,25-50k,Monthly,12.69
474,2024-09-10,Midlands,Basic,12,14.0,1,6,16.0,0,Email,Mobile,<25k,Monthly,42.0
475,2024-07-03,South,Standard,14,20.3,1,17,6.0,0,Paid search,Mobile,<25k,Annual,60.9
476,2024-11-22,North,Premium,10,33.67,1,5,23.0,0,Paid search,Tablet,25-50k,Annual,101.01
477,2024-05-14,North,Standard,22,19.75,0,7,20.0,0,Email,Mobile,<25k,Monthly,59.25
478,2024-01-07,South,Standard,10,18.75,1,18,12.0,0,Organic search,Tablet,<25k,Monthly,56.25
479,2024-02-09,Scotland,Premium,17,33.33,3,5,23.0,0,Paid search,Desktop,25-50k,Monthly,99.99
480,2024-05-16,South,Basic,10,12.42,0,10,20.0,0,Social,Mobile,50-75k,Monthly,37.26
481,2024-08-07,North,Basic,18,11.32,0,24,19.0,0,Referral,Mobile,50-75k,Monthly,33.96
482,2024-06-16,North,Standard,21,21.06,2,7,9.0,0,Social,Mobile,50-75k,Monthly,63.18
483,2024-05-25,Midlands,Standard,2,22.34,1,23,,0,Social,Mobile,25-50k,Monthly,67.02
484,2024-07-21,South,Standard,29,19.23,2,8,27.0,0,Social,Desktop,50-75k,Annual,57.69
485,2024-03-27,South,Standard,21,19.14,2,9,18.0,1,Organic search,Mobile,75k+,Monthly,0.0
486,2024-02-16,South,Premium,26,33.46,3,23,25.0,0,Paid search,Mobile,<25k,Annual,100.38
487,2024-07-30,South,Basic,16,12.28,0,10,32.0,0,Social,Desktop,50-75k,Annual,36.84
488,2024-01-18,South,Standard,31,18.92,0,14,21.0,0,Organic search,Mobile,25-50k,Monthly,56.76
489,2024-05-30,North,Standard,19,16.07,2,5,6.0,0,Paid search,Mobile,<25k,Monthly,48.21
490,2024-05-04,Midlands,Basic,36,12.15,0,17,16.0,0,Paid search,Desktop,25-50k,Monthly,36.45
491,2024-05-26,North,Standard,35,18.93,0,3,17.0,0,Social,Mobile,25-50k,Monthly,56.79
492,2024-08-24,Midlands,Basic,21,11.55,0,10,12.0,0,Referral,Desktop,50-75k,Monthly,34.65
493,2024-02-12,Scotland,Basic,4,10.77,1,20,-2.0,1,Paid search,Tablet,<25k,Monthly,21.54
494,2024-01-28,North,Basic,1,10.07,1,20,20.0,1,Social,Desktop,<25k,Monthly,0.0
495,2024-09-29,North,Standard,20,19.77,1,41,18.0,0,Referral,Mobile,50-75k,Monthly,59.31
496,2024-12-10,North,Premium,35,31.58,1,25,23.0,0,Organic search,Desktop,<25k,Monthly,94.74
497,2024-01-10,South,Premium,35,31.27,2,29,19.0,0,Social,Desktop,50-75k,Monthly,93.81
498,2024-09-16,South,Standard,29,19.64,0,41,24.0,0,Paid search,Mobile,<25k,Monthly,58.92
499,2024-01-26,South,Standard,22,20.56,0,6,32.0,0,Social,Mobile,25-50k,Monthly,61.68
500,2024-05-20,Scotland,Standard,31,22.76,2,22,28.0,0,Organic search,Desktop,50-75k,Monthly,68.28
501,2024-06-13,Wales,Basic,34,11.0,1,4,19.0,0,Organic search,Mobile,25-50k,Monthly,33.0
502,2024-12-16,Scotland,Basic,20,12.32,0,8,29.0,0,Paid search,Desktop,25-50k,Annual,36.96
503,2024-02-11,Midlands,Basic,31,16.61,2,15,15.0,0,Paid search,Mobile,<25k,Monthly,49.83
504,2024-12-16,Midlands,Standard,24,22.61,1,4,23.0,0,Referral,Desktop,50-75k,Monthly,67.83
